,title,type
689,ctypes: getbuffer() never provides strides,5
690,Capturing start of line '^',5
691,zero-length match confuses re.finditer(),5
692,ZipFile from 'a'ppend-mode file generates invalid zip,5
693,IDLE debugger fails with non-trivial __new__ super call,5
695,Rewrite zipimport from scratch,6
696,Links for French documentation PDF is broken: LaTeX issue with non-ASCII characters?,5
697,Incorrect representation caveat on bitwise operation docs,6
698,Provide importlib.util.lazy_import helper function,6
699,\b reports false-positives in Indic strings involving combining marks,5
701,linecache.py add lazycache to __all__ and use dict.clear to clear the cache,5
702,[Security] A New Era of SSRF - Exploiting URL Parser in Trending Programming Languages!,4
703,ImpImporter.find_modules removes symlinks in paths,5
704,"datetime.strftime(""%Y"") not consistent for years < 1000",5
705,spammers mine emails from bugs.python.org,4
706,"Contrary to documentation, ZipFile.extract does not extract timestamps or other metadata",5
707,SyntaxError for yield expressions inside comprehensions & genexps,5
708,Separate out legacy introspection APIs in the inspect docs,6
709,Coverity: CID 1423264:  Insecure data handling  (TAINTED_SCALAR),4
710,heapq.heappop - documentation misleading or doesn't work,5
711,runaway Tasks with Task.cancel() ignored.,5
712,Some invalid email address groups cause an IndexError instead of a HeaderParseError,5
713,Empty email address in headers triggers an IndexError,5
714,Tuple unpacking in return and yield statements,5
715,Improve -x option documentation,6
716,IDLE: configdialog - add tests for ConfigDialog GUI.,6
719,lzma documentation: example to XZ compress file on disk,6
720,wrong default module search path in help message,5
721,2to3 fix for operator.isCallable(),6
722,configparser bug: section is emptied if you assign a section to itself,5
723,Compilation Error with Python 3.6.1/3.6.3 with Tkinter,2
725,Doc for comparison of sequences with non-orderable elements,6
727,Cannot set exit code in atexit callback,5
728,SimpleHTTPRequestHandler directory bugs,5
729,configure with Spaces in Directory Name on macOS,5
730,argparse: does not respect required args pre-populated into namespace,5
731,IDLE crashes when pasting non-BMP unicode char on Py3,5
732,[Security] http.server can be abused to redirect to (almost) arbitrary URL,4
733,CRLF Injection in httplib,4
734,Using realpath for __PYVENV_LAUNCHER__ makes Homebrew installs fragile,5
735,wsgiref HTTP Response Header Injection: CRLF Injection,4
736,documentation: numbers module nitpick,6
737,Icon on macOS,5
738,android does not have pwd.getpwall(),5
739,Missing encoding parameter in urllib/parse.py,1
740,xml.sax parser validation sometimes fails when obtaining DTDs from https sites,4
741,"test_nntplib: sporadic failures, test_article_head_body()",5
742,"pty.spawn hangs on FreeBSD 9.3, 10.x",5
745,Re locale test fails after installing Python 3.6.3 on ubuntu 16.04,5
747,Deprecate accepting unrecognized braces in regular expressions,6
748,urlencode should accept generator as values for mappings when doseq=True,6
749,regrtest refleak: implement bisection feature,6
750,Reconsider comparison chaining for containment tests,5
751,ValueError: cannot convert float NaN to integer,2
753,http.server should support HTTP compression (gzip),6
754,msilib.SummaryInfo.GetProperty() truncates the string by one character,5
755,Move quick test in PyObject_IsSubClass outside of PyType_CheckExact guard,7
756,ctypes should return composite types from callbacks,6
757,Strange behavior with await in a generator expression,5
758,The pwd module implementation incorrectly sets some attributes to None,5
759,Several methods of collections.UserString do not return instances of UserString or its subclasses,5
761,test_asyncio fails on Android upon calling getaddrinfo(),5
762,Add gettext.pgettext() and variants support,6
763,mock.patch with autospec does not consume self / cls argument,5
764,Mock with spec object does not ensure method call signatures,5
765,math.tan has poor accuracy near pi/2 on OpenBSD and NetBSD,5
768,double free or corruption (while using smem),1
770,sqlite3 Cursor.description can't return column types,6
771,atexit module: allow getting/setting list of handlers directly,5
772,Expose ZipImporter Type Object in the include header files.,5
773,ipaddress should support fast IP lookups,6
774,version install 3.6.3 hangs in test_socket,1
775,Documentation: Some Unicode object functions don't indicate whether they return a new reference,6
776,Expose LockFile on Windows,6
777,Clarify the behavior of the staticmethod builtin,6
780,tarfile.extractall fails to overwrite symlinks,5
782,textpad from curses package isn't handling backspace key,5
783,Ctypes Packing Bitfields Incorrectly - Linux,5
785,TabError behavior doesn't match documentation,5
786,bug in Lib/wave.py,1
787,"Why isn't ""in"" called a comparison operation?",6
788,Add start and stop parameters to the array.index(),6
789,"Document that urllib.parse.{Defrag,Split,Parse}Result are namedtuples",6
790,"Creating RPM on Python 2 works, but Python 3 fails because of sys.implementation.cache_tag",5
792,Mock(2.0.0).assert_has_calls() raise AssertionError in two same calls,5
793,Misleading/inaccurate documentation about unknown escape sequences in regular expressions,6
794,re.flags not documented in Module Contents as promised.,6
795,2.7.14 does not uninstall cleanly if installation was run as SYSTEM account (SCCM),5
796,sre bug: lastmark_save/restore,5
797,"re.finditer iterator is not reentrant, but doesn't protect against nested calls to __next__",1
798,Memory leak in Modules/sre_lib.h,3
799,Memory leaks in Python on Windows,3
800,Cannot cast '\0' to c_void_p,5
801,Support pickling slots in subclasses of common classes,6
802,Brotli encoding is not recognized by mimetypes,6
803,unitest.mock: Using autospec=True conflicts with 'wraps',5
804,2to3 parser failure caused by a comma after a generator expression,1
805,Nominal decorator function call syntax is inconsistent with regular function calls,6
806,cgi.FieldStorage can't parse simple body with Content-Length and no Content-Disposition,5
807,SSL lib does not handle trailing dot (period) in hostname or certificate,5
808,Provide a way to defer SIGINT handling in the current thread,6
809,"incorrect error text for int(base=1000, x='1')",6
810,DeprecationWarnings should be visible by default in the interactive REPL,6
811,warnings in interactive sessions,6
813,trace module cli does not write cover files,5
814,"Generator/coroutine 'throw' discards exc_info state, which is bad",5
815,multiprocessing Server's shutdown method useless send message to manager,5
816,"valgrind shows ""invalid file descriptor"" when calling platform.system() on my machine.",5
817,Implementation of the PEP 538: coerce C locale to C.utf-8,5
818,Portability issues with pickle,6
819,Problems with recursive automatic exception chaining,5
820,"multiprocessing.Array(""b"", 1), multiprocessing.Array(""c"",1 )   wrong value returned",5
821,multiprocessing.Array 'c' code is not documented,5
822,multiprocessing.Array misleading error message in slice assignment,5
823,Allow setting timestamp in gzip-compressed tarfiles,6
824,"Deprecate openfp() in aifc, sunau and wave",6
825,warning: dereferencing type-punned pointer will break strict-aliasing rules,2
826,[Windows] include Math extension in SQlite,6
827,Change sys.executable to include executable suffix,5
828,setattr a read-only property; the AttributeError should show the attribute that failed,6
829,Race condition in wait with timeout for multiprocessing.Event,5
830,Pickling deadlocks in thread with python -m,5
831,make it simpler to round fractions,6
832,startswith and endswith leak implementation details,5
833,Add test for curses haskey replacement,6
836,Titlecase as defined in Unicode Case Mappings not followed,5
838,"Launcher fails on custom command starting with ""python""",5
839,Python should support VxWorks RTOS,6
840,Ability to adjust queue size in Executors,6
841,Document ctypes.wintypes constants,6
842,makesetup interprets macros -DA=B as a Make variable definition,2
843,TextIOWrapper assertion failure after read() and SEEK_CUR,1
844,calling a _json.Encoder object raises a SystemError in case obj.items() returned a tuple,5
846,Expose AF_QIPCRTR in socket module,6
847,exec(): method's default arguments from dict-inherited globals,5
848,"Add a ""target"" parameter to runpy.run_path and runpy.run_module",6
849,test_importlib double free or corruption,1
850,Low FD_SETSIZE limit on Windows,3
851,Broken makefile depends for profile-opt target,6
852,[NetBSD] test_socket creates too many locks,5
853,Support return annotation in signature for Argument Clinic,6
854,subprocess.run() timeout not working with grandchildren and stdout=PIPE,5
855,Attempt to give better errors for pip commands typed into the REPL,6
857,Misleading class names in datetime.tzinfo usage examples,6
858,Modifications to support iOS as a cross-compilation target,6
859,Expose the `length` arg from shutil.copyfileobj for public use,6
860,"multiprocessing AuthenticationError ""digest sent was rejected""",5
861,typo in documentation for create_autospec,6
862,Inconsistent returncode/exitcode for terminated child processes on Windows,5
863,"Include ""import as"" in tutorial",6
864,names=None case is not handled by EnumMeta._create_ method,5
865,Misc fixes and cleanups in error handling C code,5
867,PEP 432: Redesign the interpreter startup sequence,6
868,mailbox.MH.add loses status info from other formats,5
869,PyOS_InputHook is not called when waiting for input() in Windows,5
870,Add async magic method support to unittest.mock.Mock,6
871,unittest.TestLoader().loadTestsFromTestCase(...) fails when adding test cases with the expectedFailure decorator,1
872,docs for email.generator are missing a comment on special multipart/signed handling,6
873,Add a `recommended-packages.txt` file,6
874,Convert selectmodule.c to Argument Clinic,6
875,Derby #13: Convert 50 sites to Argument Clinic across 5 files,6
876,add timeout parameter for get_server_certificate in ssl.py,6
877,Document Pool.(star)map return type,6
878,pygettext ignores directories as inputfile argument,5
879,selectors: Add urgent data to read event,6
880,Derby #2: Convert 115 sites to Argument Clinic in Modules/_cursesmodule.c,6
881,ProcessPoolExecutor/ThreadPoolExecutor should provide introspection APIs,6
882,CAN Socket support for NetBSD,6
884,ssl.get_server_certificate should allow specifying certificate / key type,6
885,curses' sigwinch handler isn't visible from python,5
886,Add traceback.print_full_exception(),6
887,Can't receive replies from multicast UDP with asyncio,5
888,Derby #11: Convert 50 sites to Argument Clinic across 9 files,6
889,ElementTree -- provide a way to ignore namespace in tags and searches,6
890,forkserver could warn if several threads are running,6
